Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KATL,MaxPoP,2016-10-07,21,22,24,23,12,6,37,5,19,7,6
KATL,MaxPoP,2016-10-08,15,15,7,8,6,10,5,6,3,2,11
KATL,MaxPoP,2016-10-09,0,0,0,0,3,2,3,3,1,1,5
KATL,MaxPoP,2016-10-10,1,2,2,1,1,0,2,1,1,2,4
KATL,MaxPoP,2016-10-11,0,6,5,5,3,2,2,9,1,1,2
KATL,MaxPoP,2016-10-12,2,6,6,7,7,7,11,5,12,7,30
KATL,MaxPoP,2016-10-13,4,8,7,9,8,6,7,5,6,24,4
KATL,MaxPoP,2016-10-14,5,5,4,5,5,3,6,7,6,15,6
KATL,MaxPoP,2016-10-15,19,30,15,23,18,16,8,11,7,8,17
KATL,MaxPoP,2016-10-16,39,10,8,8,7,7,5,14,4,14,13
KATL,MaxPoP,2016-10-17,9,8,8,9,8,9,8,8,19,5,24
KATL,MaxPoP,2016-10-18,8,8,9,9,8,7,6,7,8,15,48
KATL,MaxPoP,2016-10-19,6,5,6,7,7,6,7,6,5,11,6
KATL,MaxPoP,2016-10-20,6,15,15,4,4,8,36,57,4,58,15
KATL,MaxPoP,2016-10-21,24,15,38,30,33,30,58,47,58,15,58
KATL,MaxPoP,2016-10-22,2,2,4,2,1,2,8,58,24,58,24
KATL,MaxPoP,2016-10-23,1,1,1,1,1,2,2,6,8,20,42
KATL,MaxPoP,2016-10-24,1,1,2,1,0,1,0,0,1,2,11
KATL,MaxPoP,2016-10-25,3,2,3,4,2,1,3,3,1,2,6
KATL,MaxPoP,2016-10-26,4,6,3,5,5,4,3,5,5,53,34
KATL,MaxPoP,2016-10-27,15,15,15,39,21,17,30,6,7,8,54
KATL,MaxPoP,2016-10-28,8,8,15,9,8,8,14,24,13,11,31
KATL,MaxPoP,2016-10-29,5,nan,5,6,5,4,4,2,4,18,30
KATL,MaxPoP,2016-10-30,5,5,nan,5,4,3,3,3,4,4,24
KATL,MaxPoP,2016-10-31,5,4,2,nan,4,4,6,5,5,19,11
